text,category
anxiety and nervousness depressive or psychotic symptoms abusing alcohol excessive anger temper problems fears and phobias,Mental
shortness of breath sore throat cough nasal congestion fever coryza,Respiratory
throat swelling leg pain abnormal appearing skin peripheral edema lymphedema fluid retention,General
nasal congestion throat feels tight ear pain itchy ear(s) fluid in ear,General
hoarse voice nasal congestion headache facial pain frontal headache allergic reaction painful sinuses,Respiratory
depressive or psychotic symptoms restlessness seizures temper problems obsessions and compulsions,Mental
retention of urine vomiting nausea pain of the anus burning abdominal pain changes in stool appearance rectal bleeding,Digestive
abnormal appearing skin leg cramps or spasms lymphedema skin on leg or foot looks infected fluid retention burning chest pain,General
temper problems fears and phobias obsessions and compulsions antisocial behavior,Mental
leg pain headache foot or toe swelling lymphedema skin rash,General
retention of urine lower abdominal pain constipation,Digestive
depressive or psychotic symptoms insomnia vomiting headache lower body pain,General
jaundice sharp abdominal pain feeling ill nausea,Digestive
shortness of breath throat swelling headache peripheral edema itching of skin skin rash,Skin
dizziness headache nausea abnormal appearing skin peripheral edema allergic reaction,Skin
sore throat cough nasal congestion headache facial pain ear pain fever nosebleed,Respiratory
sore throat wheezing fever,Respiratory
insomnia difficulty in swallowing mouth dryness weight gain difficulty breathing fatigue apnea abnormal breathing sounds,Respiratory
leg pain wrist pain arm pain low back pain knee pain,Musculoskeletal
shortness of breath difficulty breathing,Respiratory
skin lesion skin growth neck mass shoulder lump or mass,Skin
sore throat difficulty in swallowing headache ear pain decreased appetite fever chills skin rash,Respiratory
nasal congestion vomiting wheezing decreased appetite coryza hurts to breath,Respiratory
shortness of breath sharp chest pain cough nasal congestion congestion in chest,Respiratory
vomiting burning abdominal pain lower body pain upper abdominal pain,Digestive
sharp abdominal pain vaginal discharge intermenstrual bleeding pain during pregnancy problems during pregnancy cramps and spasms heavy menstrual flow,General
cough pus draining from ear fluid in ear bleeding from ear,General
vaginal discharge skin lesion vulvar irritation groin pain,General
sharp chest pain dizziness chest tightness palpitations irregular heartbeat fainting weakness increased heart rate,General
skin swelling skin lesion peripheral edema leg swelling itching of skin skin rash,Skin
abnormal involuntary movements difficulty in swallowing mouth dryness weight gain difficulty breathing fatigue sleepiness apnea,Respiratory
symptoms of the scrotum and testes headache neck pain low back pain lower body pain rib pain,Musculoskeletal
hand or finger swelling knee swelling foot or toe swelling joint pain ankle swelling,Musculoskeletal
hoarse voice diminished hearing difficulty in swallowing neck mass fatigue,General
depressive or psychotic symptoms hostile behavior excessive anger temper problems low self-esteem hysterical behavior,Mental
difficulty speaking back pain groin pain,Musculoskeletal
leg pain hip pain low back pain problems with movement unusual color or odor to urine,Musculoskeletal
sharp chest pain blood in stool sharp abdominal pain nausea vomiting blood burning abdominal pain heartburn changes in stool appearance,Digestive
difficulty speaking diminished vision pain in eye spots or clouds in vision,General
"skin swelling skin lesion acne or pimples allergic reaction itching of skin skin dryness, peeling, scaliness, or roughness skin irritation",Skin
skin swelling toothache facial pain ear pain neck swelling pain in gums,General
symptoms of the scrotum and testes sharp abdominal pain lower abdominal pain ache all over swollen abdomen irregular belly button,Digestive
depressive or psychotic symptoms hostile behavior fears and phobias obsessions and compulsions,Mental
hand or finger pain wrist pain arm pain arm stiffness or tightness bones are painful elbow pain elbow swelling,Musculoskeletal
lack of growth delusions or hallucinations fears and phobias antisocial behavior,Mental
leg pain problems with movement loss of sensation leg cramps or spasms,Musculoskeletal
depressive or psychotic symptoms insomnia hostile behavior delusions or hallucinations,Mental
nasal congestion skin swelling abnormal appearing skin mouth ulcer skin rash sore in nose,Skin
abnormal appearing skin skin lesion skin growth skin moles hand or finger lump or mass arm lump or mass,Skin
nausea diarrhea fever stomach bloating,Digestive
anxiety and nervousness depression excessive anger temper problems fears and phobias,Mental
skin swelling skin lesion acne or pimples skin growth neck mass skin moles hand or finger lump or mass back mass or lump arm lump or mass,Skin
depressive or psychotic symptoms dizziness emotional symptoms vomiting headache,General
nasal congestion headache difficulty breathing nosebleed,Respiratory
symptoms of the scrotum and testes headache wrist pain back pain neck pain shoulder pain lower body pain rib pain,Musculoskeletal
lower abdominal pain intermenstrual bleeding pain during pregnancy pelvic pain cramps and spasms blood clots during menstrual periods,General
diarrhea rectal bleeding constipation itching of the anus,Digestive
depression depressive or psychotic symptoms insomnia hostile behavior drug abuse excessive anger,Mental
sore throat cough vomiting fever ache all over chills,Respiratory
"abnormal appearing skin skin lesion acne or pimples symptoms of eye lymphedema itching of skin skin dryness, peeling, scaliness, or roughness",Skin
ankle pain knee weakness problems with movement leg swelling leg stiffness or tightness,Musculoskeletal
chest tightness cough facial pain,Respiratory
dizziness abnormal involuntary movements headache facial pain symptoms of the face,General
depression shortness of breath depressive or psychotic symptoms palpitations headache increased heart rate,Mental
sharp abdominal pain lower abdominal pain burning abdominal pain chills,Digestive
leg pain hip pain back pain knee pain paresthesia,Musculoskeletal
leg pain arm pain foot or toe pain ankle pain,Musculoskeletal
depression insomnia difficulty eating decreased appetite,Mental
sharp abdominal pain nausea diarrhea regurgitation.1,Digestive
sharp chest pain leg pain headache arm pain neck pain low back pain muscle pain ache all over,Musculoskeletal
abnormal appearing skin acne or pimples skin growth irregular appearing scalp pelvic pain skin rash,Skin
shortness of breath fainting headache,General
jaundice sharp abdominal pain diarrhea arm swelling ache all over stomach bloating,Digestive
symptoms of eye eye redness mass on eyelid eyelid swelling,General
sharp chest pain dizziness vomiting delusions or hallucinations antisocial behavior,Mental
sharp chest pain cough drug abuse shoulder pain hurts to breath,Respiratory
depression excessive anger problems during pregnancy,Mental
depressive or psychotic symptoms seizures fears and phobias,Mental
sharp chest pain cough nasal congestion vomiting weakness,Respiratory
sharp chest pain diarrhea vomiting blood fever,Digestive
depression insomnia abusing alcohol hostile behavior disturbance of memory,Mental
sharp chest pain chest tightness throat feels tight muscle pain fatigue,General
sharp chest pain dizziness irregular heartbeat fainting weight gain weakness,General
hand or finger pain wrist pain hand or finger swelling wrist swelling hand or finger stiffness or tightness wrist stiffness or tightness,Musculoskeletal
fever pulling at ears itching of skin skin rash,Skin
depressive or psychotic symptoms insomnia abnormal involuntary movements hostile behavior problems with movement delusions or hallucinations,Mental
shortness of breath sore throat cough wheezing weakness fever coryza,Respiratory
diminished vision pain in eye itchiness of eye,General
"abnormal appearing skin skin lesion acne or pimples irregular appearing scalp itching of skin skin dryness, peeling, scaliness, or roughness warts",Skin
skin swelling abnormal appearing skin skin lesion skin growth itching of skin skin irritation warts,Skin
depressive or psychotic symptoms sharp chest pain vomiting diarrhea frequent urination,General
headache neck pain low back pain elbow pain paresthesia shoulder pain hand or finger weakness,Musculoskeletal
"abnormal appearing skin skin lesion acne or pimples irregular appearing scalp skin dryness, peeling, scaliness, or roughness too little hair skin rash",Skin
pelvic pain spotting or bleeding during pregnancy cramps and spasms blood clots during menstrual periods uterine contractions,General
